,City,State,Restaurant
8005,Moreno Valley,CA,Jack In The Box
8006,Pickerington,OH,KFC
8007,Manchester,CT,McDonald's
8008,Pennsburg,PA,McDonald's
8009,Meredith,NH,McDonald's
8010,Cedar Lake,IN,McDonald's
8011,Washington,DC,Popeye's Louisiana Kitchen
8012,Concordia,KS,KFC
8013,Hutchins,TX,Whataburger
8014,Mobile,AL,Subway
8015,Inglewood,CA,Subway
8016,Columbus,OH,Penn Station East Coast Subs
8017,Delray Beach,FL,Burger King
8018,Milford,PA,Taco Bell
8019,Burbank,CA,Wendy's
8020,Albuquerque,NM,Subway
8021,Camp Verde,AZ,Domino's Pizza
8022,Edmond,OK,KFC
8023,Draper,UT,KFC
8024,West Roxbury,MA,McDonald's
8025,South El Monte,CA,Wienerschnitzel
8026,Lenox,MA,Burger King
8027,Bethany Beach,DE,Thrasher's French Fries
8028,Midlothian,VA,Burger King
8029,Chesaning,MI,McDonald's
8030,Leominster,MA,McDonald's
8031,Albuquerque,NM,BLIMPIE
8032,Baltimore,MD,Subway
8033,Cincinnati,OH,Gold Star Chili
8034,Lancaster,SC,Arby's
8035,Bismarck,ND,Wendy's
8036,North Plains,OR,McDonald's
8037,Denver,CO,McDonald's
8038,Albuquerque,NM,Taco Bell
8039,Burlington,NC,McDonald's
8040,Morehead City,NC,Taco Bell
8041,Tampa,FL,Popeye's Louisiana Kitchen
8042,Oklahoma City,OK,McDonald's
8043,Durham,NC,Subway
8044,Waycross,GA,Subway
8045,Norwalk,CT,Garden Catering
8046,Goodyear,AZ,Church's Chicken
8047,Dallas,TX,Whataburger
8048,Spartanburg,SC,Arby's
8049,Long Beach,CA,Taco Bell
8051,Las Cruces,NM,McDonald's
8052,San Francisco,CA,Popeyes Louisiana Kitchen
8053,Greensburg,PA,Burger King
8054,Houston,TX,KFC
8055,Quitman,GA,Burger King
8056,Seattle,WA,Pizza Hut
8057,Clarksville,TN,Wendy's
8058,Lubbock,TX,Arby's
8059,Lithonia,GA,Taco Bell
8060,Denver,CO,Subway
8061,Littleton,CO,Pizza Hut
8062,Fullerton,CA,Pizza Hut
8063,Salina,KS,Taco John's
8064,Lafayette,IN,Steak 'N Shake
8065,Saint Paul,MN,Burger King
8066,Cottage Grove,MN,Arby's
8067,Madison Heights,MI,Wendy's
8068,Lucerne,CA,Foster's Freeze
8069,Los Angeles,CA,Subway
8070,Santa Rosa,CA,Taco Bell
8071,Coshocton,OH,Burger King
8072,Mesquite,TX,McDonald's
8073,New Bedford,MA,Domino's Pizza
8074,Chicago,IL,Subway
8075,North Las Vegas,NV,Del Taco
8076,Brinkley,AR,McDonald's
8077,Burbank,CA,Panda Express
8078,Mcloud,OK,SONIC Drive-In
8079,North Las Vegas,NV,Burger King
8080,Grapevine,TX,McDonald's
8081,Price,UT,McDonald's
8082,Las Vegas,NV,Raising Cane's Chicken Fingers
8083,Rolla,MO,Subway
8084,Mesquite,TX,Wienerschnitzel
8085,Canton,GA,McDonald's
8086,Woonsocket,RI,Burger King
8087,Blairsville,GA,Blimpie Subs & Sandwiches
8088,San Diego,CA,Arby's
8089,Seguin,TX,Jack In The Box
8090,Ithaca,NY,McDonald's
8091,Gilmer,TX,KFC
8092,Saco,ME,Rapid Ray's
8093,Lake City,FL,Popeye's Louisiana Kitchen
8094,Auburn,AL,Taco Bell
8095,Albuquerque,NM,Subway
8096,Hawthorne,CA,Rally's Hamburgers
8097,Brookville,PA,Taco Bell
8098,Palmetto,GA,McDonald's
8099,Lubbock,TX,KFC
8100,Cornelius,OR,Burger King
8101,Carrollton,GA,KFC
8102,North Brunswick,NJ,McDonald's
8103,Groveland,FL,Hardee's
8104,Las Vegas,NV,McDonald's
8105,Addison,IL,Arby's
8106,Spokane,WA,Carl's Jr
8107,Holyoke,MA,McDonald's
8108,San Antonio,TX,KFC
8109,Tucson,AZ,Wienerschnitzel
8110,New Berlin,WI,Taco Bell
8111,Baltimore,MD,Taco Bell
8112,Del Mar,CA,McDonald's
8113,Oak Lawn,IL,Portillo's
8114,Palmdale,CA,Taco Bell
8115,Atoka,TN,SONIC Drive-In
8116,Miami,FL,McDonald's
8117,Mckinney,TX,Taco Bell
8118,Central Point,OR,Subway
8119,Sachse,TX,Taco Bueno
8120,Tampa,FL,Pollo Tropical
8121,Tustin,CA,Subway
8122,Phoenix,AZ,McDonald's
8123,Vancouver,WA,Subway
8124,Manhattan,KS,Vista Drive In
8125,Oakland,TN,Pizza Hut
8126,Cadiz,OH,Wendy's
8127,Atlantic City,NJ,Taco Bell
8128,Knightdale,NC,Hardee's
8129,Dallas,TX,Chicken Express
8130,West Palm Beach,FL,Wendy's
8131,Minneapolis,MN,McDonald's
8132,Medicine Lodge,KS,Subway
8133,Carlisle,PA,Wendy's
8134,Sussex,WI,Taco Bell
8135,Kingstree,SC,McDonald's
8136,Boise,ID,Pizza Hut
8137,Sparta,NJ,Burger King
8138,Greensboro,NC,Bojangles' Famous Chicken 'n Biscuits
8139,Lafayette,IN,Chick-Fil-A
8140,Roswell,NM,Domino's Pizza
8141,Henderson,TN,McDonald's
8142,Mercer Island,WA,Subway
8143,Mesa,AZ,SONIC Drive-In
8144,Escondido,CA,Round Table Pizza
8145,Batavia,OH,Burger King
8146,Kailua Kona,HI,Taco Del Mar
8147,Downers Grove,IL,Jimmy John's
8148,Manteca,CA,El Pollo Loco
8149,Oak Grove,KY,Quiznos Sub
8150,Renton,WA,Popeye's Louisiana Kitchen
8151,Butler,NJ,Wendy's
8152,Sunbury,OH,McDonald's
8153,Humble,TX,Arby's
8154,Houston,TX,Subway
8155,Lombard,IL,Tom's Grill
8156,Germantown,MD,Domino's Pizza
8157,La Puente,CA,Yoshinoya
8158,Greenwood,SC,Taco Bell
8159,Woodbridge,NJ,McDonald's
8160,Dallas,TX,Subway
8161,Rock Hill,SC,McDonald's
8162,Spartanburg,SC,Bojangles' Famous Chicken 'n Biscuits
8163,Valencia,CA,Jack In The Box
8164,Denver,CO,Burger King
8165,Emmett,ID,McDonald's
8166,Purcell,OK,Carl's Jr
8167,Albuquerque,NM,Sbarro
8168,Marietta,GA,Subway
8169,Birmingham,AL,Burger King
8170,Draper,UT,Del Taco
8171,Tewksbury,MA,Burger King
8172,Portage,MI,Taco Bell
8173,Tucson,AZ,Culver's
8174,Mckinney,TX,KFC
8175,Omaha,NE,Sbarro
8176,Farmington,ME,KFC
8177,Dayton,OH,Burger King
8178,Chicago,IL,Subway
8179,Winter Park,FL,Taco Bell
8180,Newberry,FL,Hardee's
8182,Marietta,GA,Burger King
8183,Phoenix,AZ,Pizza Hut
8184,Las Vegas,NV,Farmer Boys
8185,Las Vegas,NV,Baja Fresh Mexican Grill
8186,Bloomsbury,NJ,Travelcenters of America
8187,Pontiac,MI,Quiznos Sub
8188,Chicopee,MA,D'Angelo Grilled Sandwiches
8190,Tecumseh,OK,McDonald's
8191,Silverdale,WA,KFC
8192,Bell Gardens,CA,Subway
8193,Las Vegas,NV,Del Taco
8194,Adairsville,GA,Hardee's
8196,Dacula,GA,SONIC Drive-In
8197,Buffalo Grove,IL,Burger King
8198,Mesa,AZ,KFC
8199,Kannapolis,NC,Wendy's
8200,Spring,TX,McDonald's
8201,San Antonio,TX,McDonald's
8202,Pea Ridge,AR,McDonald's
8203,Minneapolis,MN,Fitness 19
8204,Las Vegas,NV,Wendy's
8205,Llano,TX,Taco Bell
8206,Kennesaw,GA,Burger King
8207,Antioch,TN,Burger King
8208,Albuquerque,NM,Taco Cabana
8209,Griffin,GA,Burger King
8210,Norman,OK,Arby's
8211,Springfield,MO,Taco Bell
8212,Macon,GA,Church's Chicken
8213,Grand Rapids,MI,Burger King
8214,Howell,MI,Jimmy John's
8215,La Porte,TX,Sonic
8216,Sandy,UT,McDonald's
8217,Denver,CO,KFC
8218,Tampa,FL,Burger King
8220,Huntsville,AL,Quiznos Sub
8221,Albany,OR,McDonald's
8222,Cranston,RI,Royal Buffet
8223,High Point,NC,Wendy's
8224,Watkins Glen,NY,McDonald's
8225,Cedar Park,TX,SONIC Drive-In
8226,Elk Grove Village,IL,Taco Bell
8227,Howell,MI,Wendy's
8228,Indianapolis,IN,Church's Chicken
8229,Columbia,SC,Blimpie Subs & Sandwiches
8230,Pasadena,TX,Taco Bell
8231,Moreno Valley,CA,El Pollo Loco
8232,Conyers,GA,KFC
8233,Indianapolis,IN,Cousins Subs
8234,East Wenatchee,WA,Jack In The Box
8235,Berkeley,CA,Lanesplitter Pizza & Pub
8236,Saint Louis,MO,Rally's Hamburgers
8237,Schererville,IN,White Castle
8238,Harrisonville,MO,KFC
8239,Belvidere,IL,Burger King
8240,Corte Madera,CA,World Wrapps
8241,Bronx,NY,McDonald's
8242,Haines City,FL,Subway
8243,Santa Ana,CA,McDonald's
8244,Pascagoula,AL,Checker's Drive-in Restaurant
8245,Tulsa,OK,McDonald's
8246,North Olmsted,OH,McDonald's
8247,Spring,TX,Hunam Garden
8248,Mesa,AZ,Blimpie Subs & Sandwiches
8249,Aiken,SC,Hardee's
8250,San Antonio,TX,Popeye's Louisiana Kitchen
8251,Oxford,AL,McDonald's
8252,Reno,NV,Boston Market
8253,Denver,CO,Wendy's
8255,Fresno,CA,Carl's Jr
8256,Boynton Beach,FL,McDonald's
8257,Midlothian,TX,Jack In The Box
8258,Houston,TX,Subway
8259,Black River Falls,WI,McDonald's
8260,Chesapeake,VA,SONIC Drive-In
8261,Stockbridge,GA,Chick-Fil-A
8262,Westminster,MD,Subway
8263,Phoenix,AZ,Burger King
8264,Tulsa,OK,Jimmy John's
8265,Kalamazoo,MI,Wendy's
8266,Norfolk,VA,Burger King
8267,Arvada,CO,McDonald's
8268,Anderson,IN,Burger King
8269,Naples,FL,Rally's Hamburgers
8270,Richardson,TX,Soulfish Grill
8271,Vidor,TX,McDonald's
8272,Fayetteville,AR,Whataburger
8273,Tucson,AZ,McDonald's
8274,Dallas,TX,Burger King
8275,Forest City,NC,Taco Bell
8276,Missoula,MT,Domino's Pizza
8277,Yorba Linda,CA,Del Taco
8278,Stephens City,VA,Wendy's
8279,Grand Rapids,MI,Wendy's
8280,Jasper,AL,Chick-Fil-A
8281,Chicago,IL,Kam's Chop Suey
8282,Boston,MA,Ziti's Italian Express
8283,Poplar Bluff,MO,McDonald's
8284,Mount Pleasant,MI,Wendy's
8285,Frederick,MD,Subway
8286,Springfield,IL,Rally's Hamburgers
8287,Denver,CO,Taco Bell
8288,San Diego,CA,Subway
8289,Irvington,NJ,White Castle
8290,Jackson,OH,Burger King
8291,Agoura Hills,CA,McDonald's
8292,Coolidge,AZ,KFC
8293,Mount Olive,NC,Wendy's
8294,San Antonio,TX,Jimmy John's
8295,Humble,TX,McDonald's
8296,Roswell,GA,Subway
8297,Black River Falls,WI,McDonald's
8298,Phoenix,AZ,Wendy's
8299,Albany,GA,Chick-Fil-A
8300,Santa Ana,CA,Subway
8301,Phoenix,AZ,McDonald's
8302,Gardena,CA,Carl's Jr
8303,Milford,CT,Home Town Buffet
8304,Naperville,IL,McDonald's
8305,Buford,GA,Chick-Fil-A
8306,Federal Way,WA,Five Guys
8308,Rock Island,IL,Checker's Drive-in Restaurant
8309,Blue Ridge,GA,Taco Bell
8310,Calhoun City,MS,Subway
8311,Las Vegas,NV,Five Guys
8312,Stafford,VA,McDonald's
8313,Anderson,SC,McDonald's
8314,Mocksville,NC,Arby's
8315,Riverside,CA,McDonald's
8316,Draper,UT,Carl's Jr
8317,Everett,WA,Arby's
8318,Martinsburg,WV,Wendy's
8319,Duluth,GA,McDonald's
8320,Somerset,PA,Auntie Anne's
8321,Tecumseh,KS,Taco Bell
8322,Hobbs,NM,Grandy's
8323,Green Bay,WI,KFC
8324,El Paso,TX,Burger King
8325,Franklin,VA,McDonald's
8326,Los Angeles,CA,McDonald's
8327,New Brunswick,NJ,Wendy's
8328,San Diego,CA,Wendy's
8329,Dallas,TX,Taco Bell
8330,Huntington Beach,CA,El Pollo Loco
8331,Scarborough,ME,Wendy's
8332,Mcminnville,TN,Krystal
8333,Fort Collins,CO,Wendy's
8334,San Diego,CA,Pizza Hut
8335,Kansas City,KS,Subway
8336,El Cajon,CA,Taco Bell
8337,Neenah,WI,McDonald's
8338,Saint Petersburg,FL,KFC
8339,Wickenburg,AZ,Domino's Pizza
8340,Wayne,WV,Wendy's
8341,Stockton,CA,El Pollo Loco
8342,Thousand Oaks,CA,Ll Hawaiian Barbecue
8343,Clearwater,FL,Taco Bell
8344,Fort Worth,TX,Golden Chick
8345,Fenton,MI,Taco Bell
8346,Las Vegas,NV,Carl's Jr
8347,Lahaina,HI,Maui Tacos
8348,Columbus,OH,Dairy Queen
8349,San Jose,CA,Subway
8350,Norcross,GA,Dairy Queen
8351,Valdosta,GA,Wendy's
8352,Dallas,TX,Taco Bell
8353,Boise,ID,Jack In The Box
8354,Riverside,IL,Taco Bell
8356,York,SC,McDonald's
8357,Wilson,NC,McDonald's
8358,Petal,AL,Hardee's
8359,Bridge City,TX,McDonald's
8360,Rancho Cucamonga,CA,Carl's Jr
8361,Rock Springs,WY,Taco Bell
8362,Richmond,VA,Hardee's
8363,Omaha,NE,SONIC Drive-In
8364,Gurnee,IL,Wendy's
8365,Granite City,IL,Jack In The Box
8366,Minneapolis,MN,Wendy's
8367,Anaheim,CA,Carl's Jr
8368,Olean,NY,Burger King
8369,Plainfield,IN,McDonald's
8370,League City,TX,McDonald's
8371,Meridian,ID,Taco Time
8372,Macon,GA,Arby's
8373,Rochelle Park,NJ,Burger King
8374,Mooresville,NC,Subway
8375,Skowhegan,ME,Burger King
8376,Conyers,GA,McDonald's
8377,Montclair,NJ,Blimpie Subs & Sandwiches
8378,Jersey City,SC,Wendy's
8379,Enid,OK,McDonald's
8380,Auburn,WA,Frugal's
8381,Clare,MI,KFC
8382,Aurora,IL,Burger King
8383,Portland,OR,Jimmy John's
8384,Houston,TX,Jack In The Box
8385,Pikesville,MD,Subway
8386,Tempe,AZ,Subway
8387,Mount Vernon,OH,Taco Bell
8388,Aurora,CO,Quiznos Sub
8389,Alexandria,VA,KFC
8390,Manchester,TN,Rafael's
8391,Fort Worth,TX,Boston Market
8392,Indianapolis,IN,Taco Bell
8393,Tampa,FL,Burger King
8394,Mesa,AZ,Whataburger
8395,Philadelphia,PA,Crown Fried Chicken
8397,Sun City,AZ,Domino's Pizza
8398,Forest Lake,MN,Taco John's
8399,Portland,OR,Domino's Pizza
8400,Marion,OH,Wendy's
8401,Perry,GA,Burger King
8402,Akron,OH,Subway
8403,Windsor Mill,MD,Subway
8404,Lake Elsinore,CA,Wienerschnitzel
8405,Salt Lake City,UT,Wendy's
8406,Duluth,MN,Taco John's
8407,Haymarket,VA,McDonald's
8408,Las Vegas,NV,Capriotti's Sandwich Shop
8409,Hayward,CA,Taco Bell
8410,Seymour,CT,McDonald's
8411,Chicago Ridge,IL,White Castle
8412,Laguna Niguel,CA,Carl's Jr
8413,Chicago,IL,Domino's Pizza
8414,Saint Louis,MO,Taco Bell
8415,Riverdale,IL,Garden Fast Food
8416,Haleyville,AL,KFC
8417,Athens,GA,Burger King
8418,Kansas City,MO,Chick-Fil-A
8419,East Walpole,MA,Old Country Buffet
8420,Wooster,OH,KFC
8421,Findlay,OH,McDonald's
8422,New Windsor,NY,KFC
8423,Indianapolis,IN,Taco Bell
8424,Mcdonough,GA,Hardee's
8425,El Paso,TX,KFC
8426,Gardena,CA,Domino's Pizza
8427,Tomball,TX,McDonald's
8428,Oregon City,OR,McDonald's
8429,Washington,DC,Subway
8430,Littleton,CO,McDonald's
8431,Cross City,FL,Hardee's
8432,Los Angeles,CA,Burger King
8433,Lawrence,KS,Raising Cane's Chicken Fingers
8434,Vista,CA,Subway
8435,Cleveland,OH,Popeyes Louisiana Kitchen
8436,Austin,TX,Froots
8437,Tallahassee,FL,SONIC Drive-In
8438,Mobile,AL,McDonald's
8439,Nashville,TN,Burger King
8440,Jackson,MI,Burger King
8441,Greenville,SC,Jack In The Box
8442,Greenville,OH,Burger King
8443,Fort Worth,TX,Taco Bell
8444,Corning,CA,Burger King
8445,Los Angeles,CA,El Pollo Loco
8446,Youngstown,OH,McDonald's
8447,Waldo,FL,Hardee's
8448,Waynesville,NC,Bojangles' Famous Chicken 'n Biscuits
8449,New Rochelle,NY,Taco Bell
8450,Las Vegas,NV,Luxor Food Court
8451,Salinas,CA,Burger King
8452,Charleston,WV,Burger King
8453,Decatur,GA,Jimmy John's
8454,Clio,MI,Burger King
8455,Brunswick,GA,Burger King
8456,Norfolk,VA,Subway
8457,Lewisville,TX,SONIC Drive-In
8458,Jonesboro,AR,Popeye's Louisiana Kitchen
8459,Casper,WY,Jimmy John's
8460,North Las Vegas,NV,Pizza Hut
8461,Mobile,AL,Taco Bell
8462,Wichita,KS,Spangle's
8463,Arnold,MO,Subway
8464,Sandy,OR,Taco Time
8465,Pinellas Park,FL,Wendy's
8466,New Market,MD,McDonald's
8467,Marietta,GA,Arby's
8468,Jenks,OK,KFC
8469,Long Beach,CA,Pizza Hut
8470,Sterling,VA,McDonald's
8471,Selma,CA,McDonald's
8472,Henderson,NV,Pizza Hut
8473,Madison,WI,McDonald's
8474,Malvern,OH,Dairy Queen
8475,Hempstead,NY,Burger King
8476,Dallas,TX,McDonald's
8477,Corbin,KY,Wendy's
8478,Tulsa,OK,SONIC Drive-In
8479,Winnie,TX,McDonald's
8480,Wichita,KS,Jimmy John's
8481,Lakeland,FL,Wendy's
8482,National City,CA,Jack In The Box
8483,Evansville,IN,McDonald's
8484,Pensacola,FL,Whataburger
8485,Culver City,CA,Burger King
8486,Gainesville,GA,Krystal
8487,Wauseon,OH,Taco Bell
8488,Albuquerque,NM,Taco Bell
8489,Joplin,MO,Taco Bell
8490,Berkeley,CA,Subway
8491,Oklahoma City,OK,Subway
8492,Essex,MD,Taco Bell
8493,Williamston,SC,McDonald's
8494,Tewksbury,MA,McDonald's
8495,Oak Lawn,IL,Arby's
8496,Evansville,IN,Taco John's
8497,Hattiesburg,AL,Hardee's
8498,Rensselaer,IN,Arby's
8499,Stafford,VA,Taco Bell
8500,Derwood,MD,McDonald's
8501,Montrose,CA,Burger King
8502,Knoxville,TN,Bojangles' Famous Chicken 'n Biscuits
8503,Brooklyn,NY,McDonald's
8504,Pensacola,FL,Taco Bell
8505,Dallas,TX,Whataburger
8506,Helena,MT,Subway
8507,Decatur,IL,Subway
8508,Kissimmee,FL,KFC
8509,Tifton,GA,Bojangles' Famous Chicken 'n Biscuits
8510,Glendale,CA,McDonald's
8511,Wyandotte,MI,McDonald's
8512,Jacksonville,NC,Burger King
8513,Roanoke Rapids,NC,McDonald's
8514,Lawrenceville,GA,Taco Bell
8515,Birmingham,AL,Burger King
8516,Palco,KS,Burger King
8517,Ahoskie,NC,Wendy's
8518,Sweetwater,TN,McDonald's
8519,Lexington,SC,Love's
8520,Irvine,CA,Domino's Pizza
8521,Tempe,AZ,Subway
8523,Atlanta,GA,Wendy's
8524,San Angelo,TX,McDonald's
8525,Searcy,AR,SONIC Drive-In
8526,Saint Louis,MO,McDonald's
8527,Leesburg,FL,Burger King
8528,Glen Burnie,MD,KFC
8529,Phoenix,AZ,Wendy's
8530,Los Angeles,CA,Cypress Best
8531,Caldwell,ID,Arctic Circle
8532,Lake Wales,FL,Wendy's
8533,Grand Prairie,TX,SONIC Drive-In
8534,Houston,TX,SONIC Drive-In
8535,Pauls Valley,OK,KFC
8536,Lexington,KY,Raising Cane's Chicken Fingers
8537,Las Vegas,NV,Carl's Jr
8538,Simpsonville,SC,McDonald's
8539,Clinton,TN,Domino's Pizza
8540,San Antonio,TX,Wendy's
8541,Las Cruces,NM,McDonald's
8542,Douglas,GA,KFC
8543,Columbus,OH,Wendy's
8544,Salem,OR,Burger King
8545,Rogers,AR,Subway
8546,Massillon,OH,McDonald's
8547,Oak Ridge,NC,Wendy's
8548,Niverville,NY,Burger King
8549,Nantucket,MA,Siam To Go
8550,Webb City,MO,Arby's
8551,Beaverton,OR,Subway
8552,Tulsa,OK,Chick-Fil-A
8553,Newbern,TN,SONIC Drive-In
8555,Beaverton,OR,Taco Time
8556,San Juan Capistrano,CA,El Pollo Loco
8557,Round Rock,TX,Bush's Chicken
8558,Meriden,CT,Sarku Japan
8559,Biddeford,ME,Blimpie Subs & Sandwiches
8560,Norman,OK,McDonald's
8561,Silver Spring,MD,Taco Bell
8562,Fayetteville,GA,Chick-Fil-A
8563,Leonardtown,MD,Subway
8564,Houston,TX,Dairy Queen
8565,Alton,IL,Rally's Hamburgers
8566,La Grande,OR,Taco Bell
8567,Moncks Corner,SC,Chick-Fil-A
8568,Anderson,IN,Hardee's
8569,Bosque Farms,NM,SONIC Drive-In
8570,Summerville,GA,Taco Bell
8571,Havelock,NC,Wendy's
8572,Rome,GA,McDonald's
8573,Jacksonville,FL,Papa John's Pizza
8574,Chandler,AZ,A&W
8575,Kerman,CA,McDonald's
8576,Ranson,WV,Chick-Fil-A
8577,Greeley,CO,SONIC Drive-In
8578,Jefferson,OH,Hardee's
8579,La Grange,KY,Burger King
8580,Reno,NV,Hot Dog On A Stick
8581,Conyers,GA,McDonald's
8582,Odessa,MO,McDonald's
8583,Denver,CO,Strongwater Spirits & Botanicals
8584,Kosciusko,AL,Wendy's
8585,Macon,GA,Wendy's
8586,Grand Prairie,TX,Sonic
8587,Placentia,CA,Jack In The Box
8588,Abilene,KS,Burger King
8589,Lake City,TN,Taco Bell
8590,Gresham,OR,Burger King
8591,Heath,OH,Arby's
8592,Foxboro,MA,The Break Away Sports Cafe
8593,Littleton,CO,Domino's Pizza
8594,Pleasanton,TX,McDonald's
8596,Tampa,FL,McDonald's
8597,Saint Petersburg,FL,Wendy's
8598,Attleboro,MA,McDonald's
8599,Alameda,CA,In-N-Out Burger
8600,Atlanta,GA,McDonald's
8601,Bettendorf,IA,Wendy's
8602,Grove City,PA,Wendy's
8603,Matamoras,PA,Wendy's
8604,Reno,NV,Burger King
8605,Santa Clara,CA,Taco Bell
8606,Pocatello,ID,Burger King
8608,Akron,OH,Wendy's
8609,Vienna,WV,Steak 'N Shake
8610,Saint Joseph,MO,Subway
8611,Riverside,CA,Del Taco
8612,Los Angeles,CA,Taco Bell
8613,Yorba Linda,CA,KFC
8614,Newport Beach,CA,Taco Bell
8615,South El Monte,CA,McDonald's
8616,Alexandria,VA,Subway
8617,Chicago,IL,KFC
8618,Carson,CA,McDonald's
8619,Orlando,FL,Firehouse Subs
8620,Deerfield Beach,FL,McDonald's
8621,Denver,CO,Taco Bell
8622,Hollywood,FL,McDonald's
8623,Okolona,MS,SONIC Drive-In
8624,Indianapolis,IN,Taco Bell
8625,Tinley Park,IL,Subway
8626,Lewis Center,OH,Charleys Philly Steaks
8627,Spring,TX,Whataburger
8628,Lima,OH,Burger King
8629,Danvers,MA,McDonald's
8630,Powell,OH,Arby's
8631,Portage,IN,McDonald's
8632,Longwood,FL,Wendy's
8633,Detroit,MI,Jimmy John's
8634,Minot,ND,Domino's Pizza
8635,Forney,TX,Wendy's
8636,Ellenwood,GA,Wendy's
8637,West Jordan,UT,KFC
8639,Tyler,TX,McDonald's
8640,Cerritos,CA,McDonald's
8641,Broken Arrow,OK,Wendy's
8642,Asheville,NC,McDonald's
8643,Trenton,MO,McDonald's
8644,Mabank,TX,Dairy Queen
8645,Roseville,MI,Burger King
8646,Austin,TX,Whataburger
8647,Dallas,TX,Jack In The Box
8648,Phoenix,AZ,Taco Bell
8649,Nampa,ID,Popeyes Louisiana Kitchen
8650,Tampa,FL,Pei Wei
8651,North Salt Lake,UT,Quiznos Sub
8652,Grand Forks,ND,Burger King
8653,Princess Anne,MD,Subway
8654,Lebanon,KY,McDonald's
8655,Baltimore,MD,Wendy's
8656,Hilo,HI,Taco Bell
8657,Los Angeles,CA,McDonald's
8658,Conway,AR,Subway
8659,Cave Creek,AZ,Pizza Hut
8660,Elkhart,IN,Jimmy John's
8661,Thousand Oaks,CA,Wendy's
8662,Houston,TX,Jack In The Box
8664,Turlock,CA,Wendy's
8665,Paris,TX,Sonic
8666,Reno,NV,KFC
8667,Fort Mill,SC,Bojangles' Famous Chicken 'n Biscuits
8668,Vinton,IA,Subway
8669,Scottsdale,AZ,Pizza Hut
8670,Carlyle,IL,Hardee's
8671,Athens,OH,Burger King
8672,Cedar City,UT,Carl's Jr
8673,Lockeford,CA,Taco Bell
8674,Clovis,CA,McDonald's
8676,Saint Augustine,FL,McDonald's
8677,Chino,CA,Farmer Boys
8678,Glendale,AZ,Jack In The Box
8679,Little Falls,MN,Arby's
8680,Idaho Falls,ID,Jimmy John's
8681,Lawrence,KS,Runza
8682,Tappahannock,VA,Taco Bell
8684,Flagstaff,AZ,Taco Bell
8685,Kennesaw,GA,McDonald's
8686,Devils Lake,ND,McDonald's
8687,La Mesa,CA,Subway
8688,Tacoma,WA,Burger King
8689,Wilson,NC,McDonald's
8690,Jessup,MD,Burger King
8691,Beaver,WV,Wendy's
8692,Washington,DC,KFC
8693,Gresham,OR,Baja Fresh Mexican Grill
8694,Middleton,WI,Hardee's
8695,Big Spring,TX,Rocky's
8696,Staten Island,NY,Chester's Grill
8697,Seymour,CT,McDonald's
8698,Jackson,GA,McDonald's
8699,Flowery Branch,GA,McDonald's
8700,Torrance,CA,Jack In The Box
8701,Akron,OH,McDonald's
8702,Suffern,NY,Wendy's
8703,Menasha,WI,Taco Bell
8704,Warner Robins,GA,Krystal
8705,Newport,TN,McDonald's
8706,East Lansing,MI,Burger King
8707,Las Vegas,NV,Jack In The Box
8708,Council Bluffs,IA,Taco John's
8709,Washington,DC,Subway
8710,Savannah,GA,Wendy's
8711,Jenks,OK,McDonald's
8712,San Antonio,TX,Whataburger
8713,San Jose,CA,McDonald's
8714,Brentwood,CA,Carl's Jr
8715,Pearl City,HI,Wendy's
8716,Fort Worth,TX,Whataburger
8717,Birmingham,AL,Arby's
8718,Woodridge,IL,McDonald's
8719,Cedar City,UT,Subway
8720,Gothenburg,NE,Runza
8721,Mcminnville,OR,Taco Bell
8722,Vancouver,WA,McDonald's
8723,Pittsfield,MA,Subway
8724,Anaheim,CA,Del Taco
8725,Wichita,KS,SONIC Drive-In
8726,Little Rock,AR,Pei Wei
8727,Mansfield,OH,Wendy's
8728,Canton,GA,McDonald's
8729,Rossville,GA,Hardee's
8730,Tampa,FL,KFC
8731,Orlando,FL,Subway
8732,Minneapolis,MN,Taco John's
8733,Lihue,HI,7-11
8734,Aiken,SC,Taco Bell
8735,Newberry,FL,McDonald's
8736,Sunnyvale,CA,Burger King
8737,Denver,CO,Taco Bell
8738,Gary,IN,Burger King
8739,Philadelphia,PA,Boston Market
8740,Washington,DC,Papa John's Pizza
8741,Castle Rock,CO,KFC
8742,Tomball,TX,Church's Chicken
8743,Lexington,SC,McDonald's
8744,Long Beach,CA,Del Taco
8745,Montgomery Village,MD,McDonald's
8746,Columbus,GA,Wendy's
8747,Yuma,AZ,Dairy Queen
8748,Wichita,KS,Wendy's
8749,Columbus,OH,White Castle
8750,Woodbridge,VA,McDonald's
8751,Friendswood,TX,Whataburger
8752,Hyannis,MA,Wendy's
8753,Newark,CA,KFC
8754,Lansing,MI,Burger King
8755,Dallas,TX,Subway
8756,Surprise,AZ,Pizza Hut
8757,Cocoa,FL,Burger King
8758,Inverness,FL,Wendy's
8759,Willard,MO,SONIC Drive-In
8760,Stantonville,TN,McDonald's
8761,Germantown,TN,Arby's
8762,Las Vegas,NV,Del Taco
8763,Rockwall,TX,Burger King
8764,Lake Stevens,WA,Burger King
8765,Yukon,OK,Taco Bell
8766,Fayetteville,AR,Taco Bell
8767,Los Angeles,CA,Jack In The Box
8768,Southaven,MS,Pizza Hut
8769,Matthews,NC,Boston Market
8770,Detroit,MI,Church's Chicken
8771,Sulphur Springs,TX,Chicken Express
8772,Nampa,ID,KFC
