,City,State,Restaurant
825,Gainesville,VA,Chick-Fil-A
826,Coopersville,MI,McDonald's
827,Grandville,MI,Wetzel's Pretzels
828,Philadelphia,PA,Chick-Fil-A
829,Murfreesboro,TN,Hardee's
830,Mount Juliet,TN,Chick-Fil-A
831,Stillwater,MN,Taco John's
832,Joliet,IL,McDonald's
833,Cincinnati,OH,Penn Station East Coast Subs
834,Cincinnati,OH,McDonald's
835,Florence,KY,Rally's Hamburgers
836,Florence,KY,McDonald's
837,Florence,KY,Taco Bell
838,Florence,KY,Taco Bell
839,Cincinnati,OH,McDonald's
840,Florence,KY,Wendy's
841,Florence,KY,Taco Bell
842,Florence,KY,Wendy's
843,Hamilton,OH,Taco Bell
844,Hamilton,OH,White Castle
845,Hamilton,OH,McDonald's
846,Hamilton,OH,Taco Bell
847,Hamilton,OH,SONIC Drive-In
848,Hamilton,OH,Wendy's
849,Hamilton,OH,Arby's
850,West Chester,OH,Arby's
851,Fairfield,OH,McDonald's
852,Chehalis,WA,McDonald's
853,New Braunfels,TX,Chick-Fil-A
854,Georgetown,KY,Jimmy John's
855,Wooster,OH,Arby's
856,Yucaipa,CA,Baker's Drive Thru
857,Crestline,CA,McDonald's
858,Coopersville,MI,Taco Bell
859,Coopersville,MI,Arby's
860,Lake Villa,IL,Wendy's
861,Portage,IN,Five Guys
862,Belleville,IL,Taco Bell
863,Waterloo,IL,Taco Bell
864,Angola,IN,Wendy's
865,Angola,IN,McDonald's
866,Angola,IN,Taco Bell
867,Angola,IN,McDonald's
868,Sandusky,OH,Ryan's
870,Gettysburg,PA,McDonald's
871,Butler,NJ,Dairy Queen
872,Cincinnati,OH,Steak 'N Shake
873,Sheboygan,WI,Jimmy John's
874,Hamilton,OH,Wendy's
875,Hamilton,OH,Chick-Fil-A
876,Cincinnati,OH,McDonald's
877,Cincinnati,OH,White Castle
878,Cincinnati,OH,White Castle
879,Cincinnati,OH,Taco Bell
880,Fairfield,OH,Wendy's
881,Cincinnati,OH,Steak 'N Shake
882,West Chester,OH,McDonald's
883,West Chester,OH,Taco Bell
884,Hamilton,OH,McDonald's
885,West Chester,OH,Taco Bell
886,West Chester,OH,White Castle
887,West Chester,OH,SONIC Drive-In
888,West Chester,OH,Wendy's
889,Loveland,OH,Wendy's
890,Cincinnati,OH,Taco Bell
891,Cincinnati,OH,SONIC Drive-In
892,Monroe,OH,McDonald's
893,Fairfield,OH,Long John Silver's
894,Amelia,OH,McDonald's
895,Loveland,OH,Taco Bell
896,Joliet,IL,McDonald's
897,Dundee,MI,Arby's
898,Dundee,MI,Wendy's
899,Dundee,MI,Taco Bell
900,Anderson,IN,Wendy's
901,Anderson,IN,Taco Bell
902,Heber City,UT,Granny's Drive-In
903,New York,NY,Subway
904,Lees Summit,MO,Long John Silver's
905,Branson,MO,McDonald's
906,Branson,MO,Wendy's
907,Branson,MO,Taco Bell
908,Randolph A F B,TX,Burger King
909,Hamilton,OH,Jolly's Drive-In
910,Catasauqua,PA,Blondies
911,Amherst,OH,Great Steak & Potato Co
912,Baytown,TX,Whataburger
913,Baytown,TX,Sonic
914,Loomis,CA,Taco Bell
915,O Fallon,MO,Rally's Hamburgers
916,Saint Charles,MO,McDonald's
917,Waterloo,IL,McDonald's
918,Saint Charles,MO,Lee's Famous Recipe Chicken
919,Belleville,IL,McDonald's
920,O Fallon,MO,Arby's
921,Saint Peters,MO,Jack In The Box
922,Winchester,VA,Arby's
923,Shippensburg,PA,KFC
924,Chambersburg,PA,Wendy's
925,Chambersburg,PA,McDonald's
926,Chambersburg,PA,McDonald's
927,Mercersburg,PA,McDonald's
928,Vineland,NJ,Boston Market
929,Millville,NJ,McDonald's
930,Toms River,NJ,Subway
931,Shawano,WI,Taco Bell
932,Angola,IN,Arby's
933,Fremont,IN,Wendy's
934,Angola,IN,Taco Bell
935,Pine Grove,PA,Burger King
936,Jonestown,PA,Wendy's
937,Stillwater,MN,McDonald's
938,Milford,MA,Five Guys
939,Macomb,MI,White Castle
940,Portsmouth,NH,Five Guys
941,Harrodsburg,KY,Arby's
942,Harrodsburg,KY,Subway
943,Harrodsburg,KY,SONIC Drive-In
944,Cincinnati,OH,McDonald's
945,Hamilton,OH,Arby's
946,Miamitown,OH,Wendy's
947,Cincinnati,OH,Jack In The Box
948,Cincinnati,OH,Burger King
949,Cincinnati,OH,Taco Bell
950,Cincinnati,OH,McDonald's
951,Hamilton,OH,Taco Bell
952,Hamilton,OH,Wendy's
953,West Chester,OH,Arby's
954,Cincinnati,OH,White Castle
955,Cincinnati,OH,Taco Bell
956,Cincinnati,OH,McDonald's
957,Amelia,OH,Burger King
958,Amelia,OH,Taco Bell
959,Cincinnati,OH,Burger King
960,Cincinnati,OH,Wendy's
961,Cincinnati,OH,McDonald's
962,West Chester,OH,McDonald's
963,Reading,PA,Pizza Hut
964,Sequim,WA,Jack In The Box
965,Denver,CO,Little Caesars Pizza
966,Boston,MA,Subway
967,Raymore,MO,Culver's
968,Port Huron,MI,Arby's
969,Key Largo,FL,Wendy's
971,Lawrenceville,GA,Waffle House
972,Walled Lake,MI,Arby's
973,North Beach,MD,Dairy Freeze
974,Denver,CO,Domino's Pizza
975,Williamsburg,VA,Hardee's
976,Williamsburg,VA,Taco Bell
977,Williamsburg,VA,QDOBA Mexican Eats
978,Williamsburg,VA,McDonald's
979,Gloucester,VA,Wendy's
980,Gloucester,VA,Hardee's
981,Jasper,GA,Bojangles' Famous Chicken 'n Biscuits
982,Sumner,WA,McDonald's
983,Mechanicsburg,PA,Wendy's
984,Lemoyne,PA,Taco Bell
985,Bloomsburg,PA,Arby's
986,Bloomsburg,PA,Taco Bell
987,Pittston,PA,Burger King
988,Quincy,MA,Dunkin' Donuts
989,Trenton,MI,Wendy's
990,Flat Rock,MI,Arby's
991,Trenton,MI,McDonald's
992,Port Saint Lucie,FL,Wendy's
993,Zanesville,OH,Taco Bell
994,Zanesville,OH,Arby's
995,Zanesville,OH,McDonald's
996,Zanesville,OH,Arby's
997,Minneapolis,MN,Culver's
998,New Baltimore,MI,Arby's
999,Cleveland,OH,McDonald's
1000,Avon,OH,Jimmy John's
1001,Crystal Lake,IL,Taco Bell
1002,Arlington,VA,Chick-Fil-A
1003,Oklahoma City,OK,Waffle House
1004,Whitehall,MI,Arby's
1005,Ballwin,MO,Raising Cane's Chicken Fingers
1006,Trenton,NJ,McDonald's
1007,Highland,IN,McDonald's
1008,Antioch,IL,Domino's Pizza
1009,Ocala,FL,Taco Bell
1010,Bryson City,NC,Arby's
1011,Sevierville,TN,Chick-Fil-A
1012,Bryson City,NC,Bojangles' Famous Chicken 'n Biscuits
1013,Wildwood,NJ,Lime Ricky World
1014,Chattanooga,TN,Hardee's
1015,Mobile,AL,Burger King
1016,Winter Haven,FL,Five Guys
1017,Oklahoma City,OK,Taco Mayo
1018,Rock Hill,SC,Bojangles' Famous Chicken 'n Biscuits
1019,Towson,MD,Burger King
1020,Saint Paul,MN,Jimmy John's
1021,Utica,MI,Jimmy John's
1025,Spanaway,WA,Burger King
1026,East Falmouth,MA,Burger King
1034,Leonardtown,MD,Arby's
1035,Broken Arrow,OK,Pei Wei
1036,Lee,MA,McDonald's
1037,Tompkinsville,KY,McDonald's
1038,Stanton,KY,Arby's
1039,Whitesburg,KY,Dairy Queen
1040,Whitesburg,KY,Wendy's
1042,Paintsville,KY,KFC
1046,Paintsville,KY,Hardee's
1047,Jackson,KY,Taco Bell
1048,Lebanon,KY,Arby's
1049,Liberty,KY,McDonald's
1050,Manchester,KY,Burger King
1051,Manchester,KY,McDonald's
1052,Marion,KY,McDonald's
1053,Morehead,KY,Hardee's
1054,Morehead,KY,Wendy's
1055,Morganfield,KY,Subway
1056,Morganfield,KY,McDonald's
1057,Morehead,KY,Dairy Queen
1058,Morehead,KY,Arby's
1059,Morehead,KY,Jimmy John's
1060,Mchenry,IL,Culver's
1061,Albany,NY,Arby's
1062,Buford,GA,Arby's
1063,Loganville,GA,Arby's
1064,Hyattsville,MD,Bojangles' Famous Chicken 'n Biscuits
1065,Belle Vernon,PA,A&W
1066,Muskegon,MI,Arby's
1067,Murrysville,PA,KFC
1068,Litchfield Park,AZ,Pick Up Stix
1069,Bel Air,MD,Arby's
1070,Albany,KY,McDonald's
1071,Albany,KY,Burger King
1072,Clemson,SC,Bojangles' Famous Chicken 'n Biscuits
1073,Beaver Dam,KY,McDonald's
1074,Beaver Dam,KY,KFC
1075,Owensboro,KY,Wendy's
1076,Owensboro,KY,Dairy Queen
1077,Connersville,IN,Arby's
1078,Connersville,IN,McDonald's
1079,Wamego,KS,Subway
1080,Topeka,KS,McDonald's
1081,Prestonsburg,KY,Dairy Cheer
1082,Danville,KY,Arby's
1083,Paintsville,KY,Burger King
1084,Pikeville,KY,Burger King
1085,Pikeville,KY,McDonald's
1086,Pikeville,KY,Arby's
1087,Prestonsburg,KY,KFC
1088,Prestonsburg,KY,Arby's
1089,Prestonsburg,KY,Taco Bell
1090,Prestonsburg,KY,Long John Silver's
1091,Grayson,KY,Wendy's
1092,Marysville,KS,SONIC Drive-In
1093,Hazard,KY,KFC
1094,Murray,KY,Wendy's
1095,Murray,KY,Taco Bell
1096,Murray,KY,McDonald's
1097,Salina,KS,Taco Bell
1098,Hazard,KY,Arby's
1099,Hazard,KY,Burger King
1100,Murray,KY,Culver's
1101,Paoli,IN,Wendy's
1102,Paoli,IN,Hardee's
1103,Portland,IN,KFC
1104,Portland,IN,Arby's
1105,Glasgow,KY,SONIC Drive-In
1106,Glasgow,KY,White Castle
1107,Glasgow,KY,Wendy's
1108,Glasgow,KY,Arby's
1109,Glasgow,KY,Hardee's
1110,Glasgow,KY,Hardee's
1111,Grayson,KY,Dairy Queen
1112,Grayson,KY,Arby's
1113,Garden City,KS,Arby's
1114,Hiawatha,KS,McDonald's
1115,Chanute,KS,McDonald's
1116,Columbus,KS,Subway
1117,Berea,KY,Arby's
1118,Russell Springs,KY,Wendy's
1119,Salyersville,KY,Wendy's
1120,Salyersville,KY,McDonald's
1121,Pratt,KS,KFC
1122,West Baden Springs,IN,McDonald's
1123,Winchester,IN,Arby's
1124,Whitsett,NC,Bojangles' Famous Chicken 'n Biscuits
1128,Benton,KY,McDonald's
1129,Westmont,IL,Jimmy John's
1130,Benton,KY,Wendy's
1131,Saint Louis,MO,Arby's
1133,Summerville,SC,Bojangles' Famous Chicken 'n Biscuits
1139,Dayton,OH,Wendy's
1142,Hazelwood,MO,Jimmy John's
1148,Carrollton,KY,Waffle House
1149,Carrollton,KY,KFC
1150,Williamsburg,KY,Krystal
1151,Williamsburg,KY,McDonald's
1152,Williamsburg,KY,KFC
1153,Williamsburg,KY,Long John Silver's
1154,Williamsburg,KY,Arby's
1155,Columbia,KY,Taco Bell
1156,Columbia,KY,Wendy's
1157,Columbia,KY,Domino's Pizza
1158,Cynthiana,KY,KFC
1159,Somerset,KY,Wendy's
1160,Somerset,KY,Dairy Queen
1161,Somerset,KY,Arby's
1162,Somerset,KY,Dairy Queen
1167,Branson,MO,Fallguys Burger Company
1168,Austin,TX,Subway
1169,Suffolk,VA,Bojangles' Famous Chicken 'n Biscuits
1170,West Palm Beach,FL,Burger King
1171,Hialeah,FL,Taco Bell
1172,Huntsville,TX,Taco Bell
1173,Oklahoma City,OK,Golden Chick
1174,Edmond,OK,McLaren's Pantry
1175,Conway,SC,Burger King
1176,Clearfield,UT,McDonald's
1177,Ogden,UT,McDonald's
1178,Ogden,UT,McDonald's
1179,Layton,UT,Red Robin Gourmet Burgers
1180,Springville,UT,McDonald's
1181,Ogden,UT,Burger King
1182,Ogden,UT,Burger King
1183,Ogden,UT,In-N-Out Burger
1184,Orem,UT,KFC
1185,Orem,UT,Burger King
1186,Clearfield,UT,Taco Bell
1187,Ogden,UT,Taco Bell
1188,West Palm Beach,FL,Buds Chicken & Seafood
1189,Tooele,UT,Subway
1190,Salt Lake City,UT,KFC
1191,Salt Lake City,UT,KFC
1192,Sandy,UT,Sconecutter
1193,Salt Lake City,UT,Burger King
1194,Sandy,UT,Burger King
1195,Glen Allen,VA,KFC
1196,Midlothian,VA,KFC
1197,Richmond,VA,KFC
1198,Mechanicsville,VA,KFC
1199,Appomattox,VA,McDonald's
1200,Lynchburg,VA,Taco Bell
1201,Lynchburg,VA,Bojangles' Famous Chicken 'n Biscuits
1202,Moneta,VA,Bojangles' Famous Chicken 'n Biscuits
1203,Rocky Mount,VA,Quiznos Sub
1204,Roanoke,VA,Chick-Fil-A
1205,Tazewell,VA,McDonald's
1206,Salem,VA,Hardee's
1207,Salem,VA,McDonald's
1208,Gordonsville,VA,Burger King
1209,Chesterfield,VA,Burger King
1210,Christiansburg,VA,Burger King
1211,Salem,VA,Wendy's
1212,Vinton,VA,Bojangles' Famous Chicken 'n Biscuits
1213,Salem,VA,Bojangles' Famous Chicken 'n Biscuits
1214,Salem,VA,KFC
1215,Roanoke,VA,Bojangles' Famous Chicken 'n Biscuits
1216,Williamsburg,VA,KFC
1217,Roanoke,VA,Burger King
1218,Salem,VA,Burger King
1219,Roanoke,VA,Five Guys
1220,Salem,VA,Taco Bell
1221,Roanoke,VA,Taco Bell
1222,Roanoke,VA,Arby's
1223,Roanoke,VA,Arby's
1224,Staunton,VA,Taco Bell
1225,Staunton,VA,Burger King
1226,Staunton,VA,Burger King
1227,Ocean City,MD,Five Guys
1228,Ocean City,MD,Five Guys
1229,Charlottesville,VA,Burger King
1230,Charlottesville,VA,Taco Bell
1231,Burlington,WA,McDonald's
1232,Richland,WA,Five Guys
1233,Kennewick,WA,Arby's
1234,Richland,WA,Arby's
1235,Kennewick,WA,Zip's Hamburgers And Fish
1236,Barre,VT,Domino's Pizza
1237,Richland,WA,Taco Bell
1238,Kennewick,WA,Jack In The Box
1239,Richland,WA,KFC
1240,Kennewick,WA,Burger King
1241,Burlington,NJ,Wendy's
1242,Saint Augustine,FL,Krystal
1243,Augusta,ME,Arby's
1244,Augusta,ME,McDonald's
1245,Augusta,ME,McDonald's
1246,Lutherville Timonium,MD,Burger King
1247,Silver Spring,MD,Burger King
1248,Salisbury,MD,Chick-Fil-A
1249,Halethorpe,MD,Burger King
1250,Augusta,ME,Domino's Pizza
1251,Brewer,ME,McDonald's
1252,Bangor,ME,McDonald's
1253,Bangor,ME,McDonald's
1254,Bangor,ME,McDonald's
1255,Bangor,ME,Quiznos Sub
1256,Saint Joseph,MI,McDonald's
1257,Mount Pleasant,MI,Arby's
1258,Knoxville,TN,Krystal
1259,Atlanta,GA,Bojangles' Famous Chicken 'n Biscuits
1260,Anaheim,CA,KFC
1261,Huntersville,NC,Bojangles' Famous Chicken 'n Biscuits
1262,Columbia,SC,Rush's
1263,Columbus,GA,Captain D's Seafood
1264,Honolulu,HI,Jack In The Box
1265,Honolulu,HI,Subway
1266,Round Rock,TX,KFC
1267,Stevenson Ranch,CA,El Pollo Loco
1268,Lewisville,TX,Burger King
1269,Buda,TX,Taco Bell
1270,Bay City,TX,McDonald's
1271,Houston,TX,McDonald's
1272,North Miami Beach,FL,McDonald's
1273,Kernersville,NC,Wendy's
1274,Dayton,OH,Burger King
1275,Dayton,OH,Burger King
1276,Oklahoma City,OK,Carl's Jr
1277,Mansfield,OH,Wendy's
1278,Tucumcari,NM,Arby's
1279,Excelsior Springs,MO,Burger King
1280,Excelsior Springs,MO,Arby's
1281,Excelsior Springs,MO,KFC
1282,Latonia,KY,Long John Silver's
1283,Detroit,MI,Checker's Drive-in Restaurant
1284,Canton,NY,Dairy Queen
1285,Newport,KY,White Castle
1286,Cincinnati,OH,Arby's
1287,Beatrice,NE,McDonald's
1288,Beatrice,NE,Arby's
1289,Hastings,NE,McDonald's
1290,Hastings,NE,Arby's
1291,Cincinnati,OH,Burger King
1292,Fairfield,OH,Burger King
1293,Hamilton,OH,Burger King
1294,Georgetown,OH,Burger King
1295,Cincinnati,OH,Burger King
1296,Aledo,IL,McDonald's
1297,Cincinnati,OH,Taco Bell
1298,Dayton,OH,Waffle House
1299,Dayton,OH,Waffle House
1300,Dayton,OH,Waffle House
1301,Dayton,OH,Waffle House
1302,Dayton,OH,McDonald's
1303,Dayton,OH,KFC
1304,Newport,KY,Gold Star Chili
1305,Cincinnati,OH,Arby's
1306,Cincinnati,OH,Gold Star Chili
1307,Snyder,TX,Taco Bell
1308,Linton,IN,Wendy's
1309,Linton,IN,Taco Bell
1310,Alexandria,KY,Arby's
1311,Minerva,OH,KFC
1312,Valrico,FL,Chick-Fil-A
1313,Fort Walton Beach,FL,Moe's Southwest Grill
1314,Mesa,AZ,Quiznos Sub
1315,High Point,NC,Bojangles' Famous Chicken 'n Biscuits
1316,Lawrence,KS,Jimmy John's
1317,Kingman,AZ,Wendy's
1318,Kingman,AZ,Arby's
1319,Kingman,AZ,Popeye's Louisiana Kitchen
1320,Franklin,MI,Taco Bell
1321,Mountain Home,ID,KFC
1322,Garden City,ID,Burger King
1323,Caldwell,ID,McDonald's
1324,Garden City,ID,Arby's
1325,Plattsburgh,NY,Burger King
1326,Plattsburgh,NY,Taco Bell
1327,Las Vegas,NV,Domino's Pizza
1328,Elko,NV,Pizza Barn
1329,Elko,NV,Jack In The Box
1330,Pahrump,NV,Domino's Pizza
1331,Waltham,MA,Five Guys
1332,Depew,NY,Burger King
1333,Buffalo,NY,Burger King
1334,Cartersville,GA,Krystal
1335,Owego,NY,McDonald's
1336,Binghamton,NY,Taco Bell
1337,Vestal,NY,Wendy's
1338,Binghamton,NY,Burger King
1339,Vestal,NY,Taco Bell
1340,Owego,NY,KFC
1341,Antioch,TN,Waffle House
1342,Troy,NY,Burger King
1343,Evans Mills,NY,Taco Bell
1344,Syracuse,NY,Burger King
1345,Fulton,NY,Arby's
1346,Syracuse,NY,Burger King
1347,Syracuse,NY,Burger King
1348,Syracuse,NY,Burger King
1349,Oneida,NY,KFC
1350,Oneida,NY,McDonald's
1351,Baldwinsville,NY,McDonald's
1352,Rochester,NY,Burger King
1353,Rochester,NY,McDonald's
1354,Avon,NY,McDonald's
1355,Rome,NY,Burger King
1356,Rome,NY,Arby's
1357,Rome,NY,KFC
1358,Rome,NY,Burger King
1359,Whitesboro,NY,Burger King
1360,Utica,NY,Arby's
1361,Roanoke,TX,Taco Casa
1362,Maumee,OH,Burger King
1363,Port Clinton,OH,Burger King
1364,Toledo,OH,Church's Chicken
1365,Huntington,WV,Fazoli's
1366,Ashland,KY,Taco Bell
1367,Ashland,KY,Wendy's
1368,Huntington,WV,Arby's
1369,Ashland,KY,Taco Bell
1370,Ironton,OH,Taco Bell
1371,Vermilion,OH,Burger King
1372,Zanesville,OH,Wendy's
1373,Zanesville,OH,Wendy's
1374,Willard,OH,McDonald's
1375,Willard,OH,Burger King
1376,Oklahoma City,OK,McDonald's
1377,Zanesville,OH,Burger King
1378,Ardmore,OK,Arby's
1379,Oklahoma City,OK,Taco Bell
1380,Sapulpa,OK,KFC
1381,Okmulgee,OK,KFC
1382,Portsmouth,OH,Arby's
1383,Muskogee,OK,Taco Bueno
1384,Durant,OK,SONIC Drive-In
1385,Mcalester,OK,Wendy's
1386,Elk City,OK,Taco Bell
1387,Salem,OR,Dairy Queen
1388,Salem,OR,Burger King
1389,Salem,OR,Five Guys
1390,Silverton,OR,Taco Bell
1391,Woodburn,OR,McDonald's
1392,Jacksonville,FL,Chick-Fil-A
1393,Foley,AL,Five Guys
1394,Mobile,AL,Burger King
1395,Mobile,AL,McDonald's
1396,Montgomery,AL,Wendy's
1397,Clanton,AL,Whataburger
1398,Dothan,AL,Burger King
1399,Dothan,AL,Bojangles' Famous Chicken 'n Biscuits
1400,Dothan,AL,Wendy's
1401,Dothan,AL,Taco Bell
1402,Dothan,AL,Arby's
1403,Dothan,AL,Arby's
1404,Northport,AL,Taco Bell
1405,Anniston,AL,Taco Bell
1406,Dora,AL,Taco Bell
1407,Mission,TX,Whataburger
1408,Laramie,WY,Taco John's
1409,Little Chute,WI,Tom's Drive In
1410,La Crosse,WI,Jimmy John's
1411,La Crosse,WI,Wendy's
1412,La Crosse,WI,Burger King
1413,La Crosse,WI,Burger King
1414,La Crosse,WI,McDonald's
1415,Franksville,WI,Arby's
1416,Sturtevant,WI,Burger King
1417,Stevens Point,WI,Hardee's
1418,Stevens Point,WI,Hardee's
1419,Fond Du Lac,WI,Burger King
1420,Salem,WV,Domino's Pizza
1421,Clarksburg,WV,Burger King
1422,Fairmont,WV,Domino's Pizza
1423,Fairmont,WV,McDonald's
1424,Fayetteville,WV,Tudor's Biscuit World
1425,Gillette,WY,Domino's Pizza
1426,Foley,AL,Burger King
1427,Bay Minette,AL,Arby's
1428,Foley,AL,Krystal
1429,Bay Minette,AL,Taco Bell
1430,Foley,AL,Chick-Fil-A
1431,Keyser,WV,Domino's Pizza
1432,Laramie,WY,Burger King
1433,Belmar,NJ,Dunkin' Donuts
1434,Neptune,NJ,Subway
1435,Point Pleasant Beach,NJ,Dairy Queen
1436,Jim Thorpe,PA,Quiznos Sub
1437,Bloomsburg,PA,Wendy's
1438,Hummels Wharf,PA,Wendy's
1439,Coal Township,PA,Burger King
1440,Danville,PA,McDonald's
1441,Crown Point,IN,Wendy's
1442,Cresco,PA,Kasa's Pizza
1443,Cincinnati,OH,McDonald's
1444,Burlington,KY,Skyline Chili
1445,Cincinnati,OH,White Castle
1446,Cincinnati,OH,McDonald's
1447,Cincinnati,OH,Wendy's
1448,Walton,KY,McDonald's
1449,Burlington,KY,Wendy's
1450,Florence,KY,McDonald's
1451,Burlington,KY,Arby's
1452,Florence,KY,White Castle
1453,Florence,KY,McDonald's
1454,Cincinnati,OH,Wendy's
1455,Florence,KY,SONIC Drive-In
1456,Lawrenceburg,IN,Arby's
1457,Cincinnati,OH,Arby's
1458,Cincinnati,OH,McDonald's
1459,Cincinnati,OH,Wendy's
1460,Cincinnati,OH,Chipotle Mexican Grill
1461,Bellevue,KY,McDonald's
1462,Newport,KY,Dewey's Pizza
1463,Cincinnati,OH,Taco Bell
1464,Cincinnati,OH,Taco Bell
1465,Cincinnati,OH,Long John Silver's
1466,Latonia,KY,Gold Star Chili
1467,Cincinnati,OH,Skyline Chili
1468,Cincinnati,OH,White Castle
1469,Cincinnati,OH,Wendy's
1470,Cincinnati,OH,McDonald's
1471,Covington,KY,Gold Star Chili
1472,Crystal Lake,IL,Wendy's
1473,Crown Point,IN,Taco Bell
1474,Crown Point,IN,McDonald's
1475,Erlanger,KY,McDonald's
1476,Cincinnati,OH,Taco Bell
1477,Easton,MD,Arby's
1478,Cincinnati,OH,Arby's
1479,Florence,KY,Arby's
1480,Erlanger,KY,Taco Bell
1481,Hamilton,OH,McDonald's
1482,Erlanger,KY,Burger King
1483,Cincinnati,OH,Wendy's
1484,West Chester,OH,Jack In The Box
1485,Middletown,OH,Taco Bell
1486,West Chester,OH,Wendy's
1487,Cincinnati,OH,Wendy's
1488,Centralia,WA,Arby's
1489,North Fort Myers,FL,Taco Bell
1490,Sheboygan,WI,Taco Bell
1491,Sheboygan,WI,McDonald's
1492,Janesville,WI,Arby's
1493,Spanish Fork,UT,Taco Time
1494,Winston Salem,NC,Chick-Fil-A
1495,Front Royal,VA,Arby's
1496,Chambersburg,PA,Long John Silver's
1497,Panama City Beach,FL,Krystal
1498,Greencastle,IN,Arby's
1499,Lake Saint Louis,MO,Arby's
1500,Wentzville,MO,McDonald's
1501,Bessemer,AL,Taco Bell
1502,Hudson,WI,Taco Bell
1503,Oklahoma City,OK,Taco Bell
1504,Homewood,IL,Boston Market
1505,Dawsonville,GA,Bojangles' Famous Chicken 'n Biscuits
1506,Houston,TX,Domino's Pizza
1507,Houston,TX,Five Guys
1508,Houston,TX,Whataburger
1509,Houston,TX,KFC
1510,Hamilton,OH,Gold Star Chili
1511,Maineville,OH,Wendy's
1512,Centralia,WA,Jack In The Box
1513,Centralia,WA,Taco Bell
1514,Rosedale,MD,Arby's
1515,Sturtevant,WI,McDonald's
1516,La Vergne,TN,Burger King
1517,Canyon Lake,TX,McDonald's
1518,La Vergne,TN,Krystal
1519,New Braunfels,TX,Taco Bell
1521,Beach Haven,NJ,Custard Hut & Pizza
1523,Rogers,MN,Culver's
1524,Tavernier,FL,Subway
1525,Islamorada,FL,Burger King
1526,Anderson,IN,Arby's
1527,Saint Charles,MO,SONIC Drive-In
1528,Saint Peters,MO,Burger King
1529,Columbus,IN,Arby's
1530,Greencastle,IN,Taco Bell
1531,Greencastle,IN,McDonald's
1532,Greencastle,IN,Wendy's
1533,Saint Charles,MO,Captain D's Seafood
1534,Saint Peters,MO,Jimmy John's
1535,Saint Peters,MO,Subway
1536,Saint Peters,MO,Arby's
1537,Eureka,MO,White Castle
1538,O Fallon,MO,Dairy Queen
1539,O Fallon,MO,McDonald's
1540,Saint Peters,MO,Burger King
1541,Hudson,WI,Wendy's
1542,Hudson,WI,Arby's
1543,Hudson,WI,Taco John's
1544,Hudson,WI,McDonald's
1545,Chambersburg,PA,Arby's
1546,Clarksville,TN,Chick-Fil-A
1547,Edinburg,TX,Jack In The Box
1548,Mission,TX,Jack In The Box
1549,Homestead,FL,McDonald's
1550,Liberty,TX,McDonald's
1551,Mansfield,TX,Whataburger
1552,Fort Worth,TX,Taco Bell
1553,Waco,TX,SONIC Drive-In
1554,Huntsville,AL,KFC
1555,Greeneville,TN,Dairy Queen
1556,Amarillo,TX,McDonald's
1557,Amarillo,TX,McDonald's
1558,Longview,TX,Taco Bell
1559,Alamo,TX,McDonald's
1560,Port Isabel,TX,Burger King
1561,South Padre Island,TX,Whataburger
1562,Harlingen,TX,Burger King
1563,Caldwell,TX,SONIC Drive-In
1564,Harlingen,TX,Whataburger
1565,North Myrtle Beach,SC,Papa John's Pizza
1566,Portland,OR,Burger King
1567,Ridgeland,SC,Burger King
1568,Ridgeland,SC,KFC
1569,Ridgeland,SC,Wendy's
1570,Beaufort,SC,Burger King
1571,Charleston,SC,Waffle House
1572,North Charleston,SC,McDonald's
1573,Johns Island,SC,McDonald's
1574,Summerville,SC,Waffle House
1575,Mount Pleasant,SC,SONIC Drive-In
1576,Summerville,SC,Burger King
1577,Summerville,SC,Burger King
1578,Springfield,OR,Burger King
1579,Hartsville,SC,Bojangles' Famous Chicken 'n Biscuits
1580,Central Point,OR,Taco Bell
1581,Spartanburg,SC,Waffle House
1582,Spartanburg,SC,KFC
1583,Springfield,OR,KFC
1584,Springfield,OR,Subway
1585,Hamburg,PA,Arby's
1586,Aberdeen,SD,Burger King
1587,Reading,PA,Burger King
1588,Aberdeen,SD,Domino's Pizza
1589,Rapid City,SD,Taco John's
1590,Rapid City,SD,McDonald's
1591,Sturgis,SD,Burger King
1592,Rapid City,SD,Burger King
1593,Rapid City,SD,Burger King
1594,Box Elder,SD,Domino's Pizza
1595,Rapid City,SD,Domino's Pizza
1596,Rapid City,SD,Domino's Pizza
1597,Rapid City,SD,Wendy's
1598,Sturgis,SD,Dairy Queen
1599,Rapid City,SD,Culver's
1600,Rapid City,SD,Burger King
1601,Enid,OK,Taco Bueno
1602,Cushing,OK,McDonald's
1603,Sioux Falls,SD,KFC
1604,Sioux Falls,SD,Burger King
1605,Orangeburg,SC,Arby's
1606,Orangeburg,SC,Wendy's
1607,Orangeburg,SC,McDonald's
1608,Rapid City,SD,Subway
1609,Rapid City,SD,Subway
1610,Rapid City,SD,Culver's
1611,Rapid City,SD,QDOBA Mexican Eats
1612,Rapid City,SD,Wendy's
1613,Rapid City,SD,Wendy's
1614,Rapid City,SD,Taco Bell
1615,Brandon,SD,Dairy Queen
1616,Rapid City,SD,Dairy Queen
1617,Rapid City,SD,Dairy Queen
1618,Rapid City,SD,Arby's
1619,Nashville,TN,Burger King
1620,Grand Rapids,MI,Jimmy John's
1621,Reading,PA,SONIC Drive-In
1622,Sturgis,SD,McDonald's
1623,Louisville,KY,McDonald's
